date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:16:07	261914/261914	---M-Z	200	added ('OK')	text/css	etag:%223ff1a-55ac588d59366-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/css/style.css	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/css/style.css	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:08	3119/3119	---M-Z	200	added ('OK')	text/css	etag:%22c2f-55ac5ae2526cc-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/css/colors/default.css	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/css/colors/default.css	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:08	17528/17528	---M--	200	added ('OK')	image/png	etag:%224478-55ac590df31fb%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-logo.png	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-logo.png	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:08	17700/17700	---M--	200	added ('OK')	image/png	etag:%224524-55ac590df2e13%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-logo-dark.png	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-logo-dark.png	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:10	16371/16371	---M--	200	added ('OK')	image/png	etag:%223ff3-55ac59100d34e%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-text.png	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-text.png	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:11	16541/16541	---M--	200	added ('OK')	image/png	etag:%22409d-55ac5910641eb%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-text-dark.png	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-text-dark.png	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:12	30783/30783	---M--	200	added ('OK')	image/jpeg	etag:%22783f-55ac5ed4f23b4%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/sonu.jpg	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/sonu.jpg	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:12	32130/32130	---M--	200	added ('OK')	image/jpeg	etag:%227d82-55ac5ed2842a5%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/pawandeep.jpg	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/pawandeep.jpg	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:12	25255/25255	---M--	200	added ('OK')	image/jpeg	etag:%2262a7-55ac5ec631e3c%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/arijit.jpg	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/arijit.jpg	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:13	76145/76145	---M-Z	200	added ('OK')	text/html	etag:%2212971-55ac5642abbc9-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-basic.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-basic.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:14	115942/115942	---M-Z	200	added ('OK')	text/html	etag:%221c4e6-55ac56499a623-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-layout.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-layout.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:15	114860/114860	---M-Z	200	added ('OK')	text/html	etag:%221c0ac-55ac5641222f3-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-advanced.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-advanced.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:16	59688/59688	---M-Z	200	added ('OK')	text/html	etag:%22e928-55ac564c6c4d8-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-material-elements.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-material-elements.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:17	57093/57093	---M-Z	200	added ('OK')	text/html	etag:%22df05-55ac564640b91-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-float-input.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-float-input.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:18	53452/53452	---M-Z	200	added ('OK')	text/html	etag:%22d0cc-55ac5654a11e9-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-upload.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-upload.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:18	53220/53220	---M-Z	200	added ('OK')	text/html	etag:%22cfe4-55ac564b0f6d9-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-mask.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-mask.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:19	76895/76895	---M-Z	200	added ('OK')	text/html	etag:%2212c5f-55ac56481e80d-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-img-cropper.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-img-cropper.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:19	59166/59166	---M-Z	200	added ('OK')	text/html	etag:%22e71e-55ac56570feb1-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-validation.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-validation.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:20	49838/49838	---M-Z	200	added ('OK')	text/html	etag:%22c2ae-55ac564559477-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-dropzone.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-dropzone.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:20	61713/61713	---M-Z	200	added ('OK')	text/html	etag:%22f111-55ac564e30344-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-pickers.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-pickers.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:20	68279/68279	---M-Z	200	added ('OK')	text/html	etag:%2210ab7-55ac565984168-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-wizard.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-wizard.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:21	53127/53127	---M-Z	200	added ('OK')	text/html	etag:%22cf87-55ac5653103e3-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-typehead.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-typehead.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:21	59365/59365	---M-Z	200	added ('OK')	text/html	etag:%22e7e5-55ac565bf5158-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-xeditable.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-xeditable.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:21	52147/52147	---M-Z	200	added ('OK')	text/html	etag:%22cbb3-55ac564f206fe-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-summernote.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-summernote.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:22	50137/50137	---M-Z	200	added ('OK')	text/html	etag:%22c3d9-55ac564464686-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-bootstrap-wysihtml5.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-bootstrap-wysihtml5.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:23	50576/50576	---M-Z	200	added ('OK')	text/html	etag:%22c590-55ac565106c31-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-tinymce-wysihtml5.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-tinymce-wysihtml5.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:23	92694/92694	---M-Z	200	added ('OK')	text/html	etag:%2216a16-55ac56250d827-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/basic-table.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/basic-table.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:25	111028/111028	---M-Z	200	added ('OK')	text/html	etag:%221b1b4-55ac569e15afd-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/table-layouts.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/table-layouts.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:26	118456/118456	---M-Z	200	added ('OK')	text/html	etag:%221ceb8-55ac563749b15-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/data-table.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/data-table.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:27	57199/57199	---M-Z	200	added ('OK')	text/html	etag:%22df6f-55ac56281ea93-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/bootstrap-tables.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/bootstrap-tables.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:29	66748/66748	---M-Z	200	added ('OK')	text/html	etag:%22104bc-55ac5692f06f0-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/responsive-tables.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/responsive-tables.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:30	78343/78343	---M-Z	200	added ('OK')	text/html	etag:%2213207-55ac56396a9c7-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/editable-tables.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/editable-tables.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:30	137262/137262	---M-Z	200	added ('OK')	text/html	etag:%222182e-55ac563fe3d3c-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/foo-tables.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/foo-tables.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:31	51213/51213	---M-Z	200	added ('OK')	text/html	etag:%22c80d-55ac566d291bd-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/jsgrid.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/jsgrid.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:31	52955/52955	---M-Z	200	added ('OK')	text/html	etag:%22cedb-55ac563d642ec-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/flot.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/flot.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:31	53106/53106	---M-Z	200	added ('OK')	text/html	etag:%22cf72-55ac567b27d97-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/morris-chart.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/morris-chart.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:32	51754/51754	---M-Z	200	added ('OK')	text/html	etag:%22ca2a-55ac562d411b0-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/chart-js.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/chart-js.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:33	55504/55504	---M-Z	200	added ('OK')	text/html	etag:%22d8d0-55ac568075feb-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/peity-chart.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/peity-chart.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:35	55245/55245	---M-Z	200	added ('OK')	text/html	etag:%22d7cd-55ac566eaa9aa-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/knob-chart.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/knob-chart.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:35	57356/57356	---M-Z	200	added ('OK')	text/html	etag:%22e00c-55ac56986b41b-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/sparkline-chart.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/sparkline-chart.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:36	57969/57969	---M-Z	200	added ('OK')	text/html	etag:%22e271-55ac563ab897e-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/extra-charts.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/extra-charts.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:37	19934/19934	---M--	200	added ('OK')	image/jpeg	etag:%224dde-55ac5ed75aed3%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/varun.jpg	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/varun.jpg	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:39	68366/68366	---M-Z	200	added ('OK')	text/html	etag:%2210b0e-55ac568bebd07-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/profile.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/profile.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:39	6209/6209	---M-Z	200	added ('OK')	text/html	etag:%221841-55ac567370c3a-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/login.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/login.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:40	102430/102430	---M-Z	200	added ('OK')	text/html	etag:%221901e-55ac5667f2667-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index2.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index2.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:41	84641/84641	---M-Z	200	added ('OK')	text/html	etag:%2214aa1-55ac566916a28-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index3.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index3.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:41	59943/59943	---M-Z	200	added ('OK')	text/html	etag:%22ea27-55ac568a62431-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/products.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/products.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:41	57299/57299	---M-Z	200	added ('OK')	text/html	etag:%22dfd3-55ac56890cb62-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/product-orders.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/product-orders.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:41	56058/56058	---M-Z	200	added ('OK')	text/html	etag:%22dafa-55ac5685b6780-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/product-details.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/product-details.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:42	64648/64648	---M-Z	200	added ('OK')	text/html	etag:%22fc88-55ac568751995-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/product-edit.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/product-edit.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:43	56966/56966	---M-Z	200	added ('OK')	text/html	etag:%22de86-55ac5682eb62b-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/product-cart.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/product-cart.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:43	57038/57038	---M-Z	200	added ('OK')	text/html	etag:%22dece-55ac568498950-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/product-checkout.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/product-checkout.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:44	71445/71445	---M-Z	200	added ('OK')	text/html	etag:%2211715-55ac567fe5b57-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/panels-wells.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/panels-wells.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:45	59915/59915	---M-Z	200	added ('OK')	text/html	etag:%22ea0b-55ac567e69571-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/panel-ui-block.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/panel-ui-block.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:46	83641/83641	---M-Z	200	added ('OK')	text/html	etag:%22146b9-55ac562a51a54-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/buttons.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/buttons.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:16:46	51907/51907	---M-Z	200	added ('OK')	text/html	etag:%22cac3-55ac569bac425-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/sweatalert.html	C:/xampp/htdocs/admin-template/admin-tem/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/sweatalert.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
